,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
871,Hotel Silver Cloud,ahmedabad,India,4.2,1706,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","Opp. Gandhi Ashram and Dandi Bridge, Ashram Road, Wadaj, Ahmedabad - 380027","This hotel is at very nice location, opp to Gandhiji Ashram had smooth express check-in, Rooms are clean and food Buffet Lunch and Lavish Complimentary Breakfast is good
This property got all amenties which are needed for business traveller","very good experience, nice room and nice staff , room are comfortable, food is amazing nice hotel, bad is nice ,space of room is good"
872,Prominent Corporate Residency,gandhinagar,India,4.5,3456,"['Free Internet', 'Air Conditioning', 'Parking Facility', 'Conference Room']","opp.Pratik Mall, near Shukan Silver , Beside Sahjanand city, Kudasan, Gandhinagar - 382421","Neat and clean rooms, professional staff.
Good breakfast. Good check in time. Good location.
Little costly, 3 star hotel however charges as per 4 star.
Bathrooms are smaller.
Good check-in time. Less time in processing formalities.",awesome hotel to stay... classy rooms with executive amenities... nice hospitality ...nice staff... awesome Breakfast... classy interior...
873,OYO 14942 Hotel Maple Leaf,gandhinagar,India,3.6,1057,"['Air Conditioning', 'Indoor Entertainment', 'Parking Facility', 'CCTV surveillance']","201, Hotel Maple Leaf, Gh-0,Behind IDBI, Gandhinagar - 382421","I always stay in this hotel whenever I visit to Gandhinagar for work purpose. Hotel is good to stay under your budget. Staff is friendly and helpful. Location is prime ,there are many options to eat nearby, so food is not the problem. My suggestion is only related to breakfast, it could be good if variety is more. Overall a nice stay.",Great stay
874,Hotel Isher International,gandhinagar,India,3.9,674,"['Doctor On Call', 'Air Conditioning', 'Laundry Service', 'CCTV surveillance']","Swagat Rainforest-1, Kudasan-Por Road, Gandhinagar 382421","Nice staff. Budget hotel at a very good location. Many restaurants nearby. Rooms are small but good enough for two people.
It is a good area and very convenient stay. Many restaurants nearby."," but good enough for two people.
It is a good area and very convenient stay. Many restaurants nearby."
875,HOTEL HILLTON INN,gandhinagar,India,3.8,1048,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Restaurant/Coffee Shop']","3rd Floor, Pramukh Arcade,Reliance Cross Road.nr infocity kudasan, Gandhinagar - 382421",Excellent stay in hotel Hilton inn. Rooms are clean and well maintained. Staff are very supportive.,"Very warm service, very helpful staff willing to go the extra mile to accommodate guests' whims. They even found an electric kettle for me when I requested it, and gave me their last safety pin when my rucksack zip went bust on me! Definitely a very nice place to stay in Gandhinagar.
Very efficient service and attention to customer need. Clean rooms and washroom, and lots of foodie joints around to pick from - from South Indian to coffee to ice cream to North Indian staple. If there's anything missed, its restaurants serving traditional Gujarati food!"
876,Hotel Vivan,gandhinagar,India,4.1,797,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Business Services']","Block-A ,2nd floor, shyam shukan complex ,Nr. Hotel Management college, Bhaijipura / P.D.P.U, kudasn, Gandhinagar - 382421","Very nice neat and clean hotel with polite service on central location of Gandhinagar near Major educational and government institutes !! like humanity of hotel administration.
location on prime area.","Best rooms ,
nice services,"
877,Hotel Best Velly,gandhinagar,India,3.9,1612,"['Free Internet', 'Parking Facility', 'Conference Room', 'Banquet hall']","Radhe Square,2nd Floor,Reliance Cross Road,Near Infocity, Gandhinagar,Kudasan 382421","Stay was good. Reasonably priced for the quality of amenities. Staff is helpful, Rooms are spacious & moderate in cleanliness. Only draw back is its in a market complex, but conveniently located."," & moderate in cleanliness. Only draw back is its in a market complex, but conveniently located."
878,OYO 2389 Hotel The Grand Pritam,gandhinagar,India,3.8,1329,"['Free Internet', 'Air Conditioning', 'Indoor Entertainment', 'Spa']","C Block, Rain Forest Ii, Opp. Swaminarayan Dham, Near Infocity, Kudasan, Gandhinagar - 382421","Rooms are clean but congested. Breakfast is limited, its better to take breakfast outside. Good for stay only 😀","good service
and good location"
879,Hotel Middletown,gandhinagar,India,3.9,1062,"['Power backup', 'Parking Facility', 'Banquet hall', 'Laundry Service']","Pramukh Arcade, Reliance Cross road,Near Infocity, Kudasan, Gandhinagar, 382421","Nice comfortable stay with good service. Very good location with lots of restaurants around. Room was neat and clean.
Friendly staffs and receptionist. Close proximity to multiple restaurants. No restrictions.",Nice facilities. Clean room and good location. Overall good stay
880,Vinnca Amba Suites,gandhinagar,India,4.6,2126,"['Free Internet', 'Outdoor Activities', 'CCTV surveillance', 'Daily housekeeping']","Vinnca Amba Suites Hotel And Conventions, Amba Business Park, Ahmedabad-Kalol Highway, Behind Trimandir Off S.G Highway, Adalaj, Gandhinagar, - 382421, India","Excellent accommodation in Adalaj behind Tri-mandir temple. Staff is friendly and courteous. Rooms are spacious and clean.
Breakfast may seem a little expensive and lacks choice for the price but there are other options nearby. The tea stall at 2 mins distance makes excellent chai.
Overall, I'd readily recommended it to anyone visiting the area.","Excellent place, courteous staff. Well recommended."
881,OYO 41050 Kritika Hotel,gandhinagar,India,4.2,846,"['Doctor On Call', 'Indoor Entertainment', 'Spa', 'CCTV surveillance']","Near Maharaj restaurant, Adalaj cross road, SG Highway, Gandhinagar - 382423",v good hotel,it's a good hotel for stay on SG HIGHWAY .
882,Lords Inn Porbandar,porbandar,India,4.3,2433,"['Free Internet', 'Conference Room', 'Banquet hall', 'Travel Assistance']","Near Circuit House, Chaupati Road, Porbandar - 360575",very beautiful sea facing hotel. nice service. nice food. good rooms. spacious rooms and toilets. sea front is beautiful.,"Nice Hotel on the beach at Porbandar. Nice clean rooms and good food . Staffs are nice and well mannered. Service speed could be better , may be it was impacted due to diwali rush. But overall value for money, do stay in Sea facing rooms or studio rooms."
883,Hotel Balaji Palace,porbandar,India,4.4,1143,"['Free Internet', 'Travel Assistance', 'Laundry Service', 'Dining']","3, Wadi Plot, Main M.G. Road, Kamla Baug circle, Porbandar 360575","Very good hotel in small city of porbandar this hotel is located in the center of the city, even spacious rooms and truly professional staff we enjoy our stay at Balaji hotel , stayed for two nights along with my family.","A very good hotel to stay, located in the city center.. the room was spacious, and neat and clean.. the hospitality was very good with well behaved staff..
i would recommend this hotel."
884,Hotel Harmony,porbandar,India,4.2,992,"['Free Internet', 'Conference Room', 'Travel Assistance', 'Laundry Service']","Old Fountain M G Road, Porbandar - 360575",hotel location is very good and also atmosphere is good and road touch hotel amd second thing is hotel with restaurant not available now and bathroom kits not available for two person given only one person .,"Very good hotel stayed with my foreign guests. All were happy
Big rooms neat and clean. Supportive staff . This is my 2 nd stay at Harmony. Will stay here only when ever i will visit porbandar."
885,Hotel Azura,porbandar,India,4.3,782,"['Free Internet', 'Parking Facility', 'Conference Room', 'Banquet hall']","Sudama Road,Porbandar - 360575",its a decent hotel with good staff neat rooms and good location. decent for a family to stay,It was nice experience to stay and also food was too good.
886,The Fern Leo Beach Resort,porbandar,India,4.1,4406,"['Air Conditioning', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","Somnath Porbandar Highway, Opp turtoise nurture centre ,Madhavpur Ghed - 362230","Excellent ambience, well manager clean rooms with all modern facilities...sea view from balcony and room, very humble staffs...only food quality should be improved...spicy food but not that tasty...breakfast is good...","madhavpur beach is awesome for me And the fern Leo hotel🏨 is give me good service and yummy 😋foody time.
once more I want to come......... till waiting for me.. madhavpur. 😃
good time spent with my love❤😘
we give time to each from our busy days. memorable moments with madhavpur...... ☺"
887,Hotel Kaveri International,porbandar,India,4.1,1293,"['Doctor On Call', 'Parking Facility', 'Travel Assistance', 'Laundry Service']","Kaveri Point, Opposite HMP Sports Club, Near Railway Crossing, Porbandar - 360575","We booked two rooms. Room no. 202 is not well maintained. Another room is good enough. Food were too good tasty and fresh. Location is good.
It's ambience.","Wonderful room with maintenance, delicious food, easily approachable location, nice staff"
888,Hotel Suraj Inn,porbandar,India,4.5,829,"['Doctor On Call', 'Laundry Service', 'CCTV surveillance', 'Daily housekeeping']","Mangalvarsha, Godhaniya college road, B/h Wadia petrol pump, Porbandar - 360575","Staff behavior, amenities and services were nice. There was no complimentary services. Location was nice.","Staff behavior, amenities and services were excellent. Location was good.There was no dining facility. No complimentary services were provided."
889,Hotel Rajdhani,porbandar,India,4,382,"['Parking Facility', 'Business Services', 'Laundry Service', 'Room Service']","M. G. Road, Near US Pizza, Porbandar - 360578","excellent stay..
Good staff..
go again
nearest railway station..
value for money...","Good stay at affordable price, especially for groups. Nice location. Caretaker is great person"
890,Hotel R inn,porbandar,India,4.1,841,"['Power backup', 'Laundry Service', 'CCTV surveillance', 'Air Conditioning']","Oop Khojakhana, M.G. Road, Porbandar - 360575","very clean entrence,good service ,rooms are clean, toilet bath clean,tv in working condition ,near to bus station ,near to chaupati beach.",", toilet bath clean,tv in working condition ,near to bus station ,near to chaupati beach."
891,OYO 47540 The Grand Devkrupa,porbandar,India,4.4,880,"['Free Internet', 'Air Conditioning', 'Parking Facility', 'CCTV surveillance']","Porbandar - Khambhalia Rd, Nr. Devkrupa petrol pump, Khambhodar - 360590","Nice Stay in hotel
very clean room & service also very good","spacious rooms, excellent cleanliness pollution free surroundings over all great pleasant experiences.. I strongly recommend this hotel.."
892,Galaxy Hotel,rajkot,India,3.9,1346,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","The Galaxy Hotel Jawahar Road , Opp S.B.I Bank Near Limbda Chowk, Rajkot. - 360001","rooms are spacious, location is safe near to temporary bus stand. come Cooperative staff, in all good experience.
proximity to transport systems, markets, business hub, tranquility, spacious rooms.","Near Bus stand, Nice food, Co-op staff, Neat and clean rooms"
893,Hotel Nova Boutique,rajkot,India,4.6,922,"['Free Internet', 'Conference Room', 'Travel Assistance', 'Laundry Service']","24/25 Karanpara Corner, Karansinhji Main Road, 22.290793,70.8017808,17, Rajkot - 360001","The food are amazing
Great Room service
Awesome Room And staff are very Friendly as well as Budget friendly Hotel in Rajkot , Gujarat.
Safe for Couples .",Hotel room ambiance is good. Good stay. Hotel location is also good and reachable.
894,Hotel Upasana,rajkot,India,4.1,688,"['Doctor On Call', 'Power backup', 'Business Services', 'Restaurant/Coffee Shop']","Opp. Rajshri Cinema, Bhupendra Road, Rajkot - 360001","Nearby both bus station, clean room, hot & cool water also a king size bed all over it's nice experience to stay here.","clean room and bathroom...,, cooperative staff... safe for unmarried couple... all over nice hotel and location..."
895,Hotel Nova Star,rajkot,India,4.4,802,"['Doctor On Call', 'Air Conditioning', 'Business Services', 'Laundry Service']","Sanjivani Commercial Building , Monti Tanki Chowk, Rajkot - 360001",clean room with TV and AC good clean bathroom and bed Service is nice near market and bus station and railway station,Clean room n Bathroom - Nice place to stat with Family
896,Nova Hotel Blue Leaf,rajkot,India,4.3,697,"['Free Internet', 'Laundry Service', 'Kitchen', 'Room Service']","sar lakhajroad , Opp. rajdip coldrink, Rajkot - 360001",good room service clean room & bathroom i like it...,Nice one staff is also cool. Happy ending. Difficult to search but cool stay.
897,Hotel Star Palace,rajkot,India,4,738,"['Air Conditioning', 'Parking Facility', 'Business Services', 'Restaurant/Coffee Shop']","Moti Tanki Chowk, Nr. Eagle Travels Office, Rajkot - 360001","they have to maintain rooms , rooms are too small, location is good",", location is good"
898,Hotel Crown,rajkot,India,3.8,737,"['Free Internet', 'Parking Facility', 'Conference Room', 'Banquet hall']","Trikon Baug chowk, Opp to Nandani Laboratory, Near Samsung Show Room, Near Trikon Baug Car Parking, Rajkot - 360001","good location,
good service.
good food.
nice staff, my best memorable stay.",".
nice staff, my best memorable stay."
899,Bizz The Hotel,rajkot,India,4.4,1991,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","Dr Yagnik Road, Rajkot - 360001","It was an excellent stay.The rooms were excellent, the location was good and food was also good. Overall it was a pleasant stay.",. Overall it was a pleasant stay.
900,Seasons Hotels Rajkot,rajkot,India,4.7,4626,"['Doctor On Call', 'Air Conditioning', 'Swimming Pool', 'Indoor Entertainment']","Avadh road Opp. Drive-in Cinema, Kalawad Road, Rajkot, Gujarat - 360002","The best stay in Rajkot. A peaceful place with greenary, beautiful swimming pool, poolside dining, huge room, amazing balcony. Loved the property",nice hotel to stay.service is excellent.location is good.rooms are very much bigger.staff behaviour is very nice.huge swimming pool .great experience.food is deliciuos qaulity food.
901,HOTEL EVERLAND,rajkot,India,4.5,2117,"['Doctor On Call', 'Air Conditioning', 'Indoor Entertainment', 'Parking Facility']",Moti Tanki Chowk Rajkot - 360001,"nice location, excellent amenities, well furnished, clean linens, come operative staff, well managed by owner, new property
well furnished rooms, calm quiet atmosphere, come operative staff, over all vey good experience","hotel has clean rooms, nice service, friendly staff, parking facility, good location. it's a good hotel for staying here in rajkot."
902,"VITS Devbhumi, Dwarka",dwarka,India,4.5,2367,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","Okha State Highway, Near Ravla Lake, Opposite Post office, Dwarka - 361335","New property nicely maintained, staff very co-operative, food quality is good. ideally located. very spacious room and good room service",. ideally located. very spacious room and good room service
903,"The Fern Sattva Resort, Dwarka",dwarka,India,4.4,4148,"['Room Service', 'Business Services', 'Restaurant/Coffee Shop', 'Laundry Service']","Baradia Village, Dwarka Taluka, Dwarka 361335 India","Amazing place, great staff, although reception takes time to address your requests. It seemed like a new property. Breakfast is decent and room is spacious. Had a good stay here and liked the overall hospitality, especially from the manager at the restaurant. They also gifted us their calendar and krishan ji's photo, as a departing gift.",Wonderful Experience.Beautiful place near to Dwarka. True elegance and ambience. Neat & Clean place with co-operative hotel staff.
904,Dwarkadhish Lords Eco Inn,dwarka,India,4.4,2561,"['Doctor On Call', 'Free Internet', 'Indoor Entertainment', 'Conference Room']",Sea Front - Near Gayatri Temple 800 Meters from Shree Dwarkadhish Temple - 361335,Nice and clean room. Room was spacious and was sea facing. Hotel also had good north Indian food available in addition to Gujarati food. Hotel is also close to dwarka temple., and was sea facing. Hotel also had good north Indian food available in addition to Gujarati food. Hotel is also close to dwarka temple.
905,The Grand Dwarika,dwarka,India,4.3,1612,"['Free Internet', 'Outdoor Activities', 'Travel Assistance', 'Laundry Service']","new reliance road opp gomti river, opposite mathura bhavan, Dwarka Dist devbhoomi dwarika - 361335","Overall a very good package of experience. The hotel is so well located near the temple. Cleanliness and very good rooms alongwith bathrooms. Thumbs up for the great stay and overall service hospitality !
Cleanliness and spacious rooms","Hotel is good and clean. Breakfast they don't have more option though they charge high. Food is bit spicy they put more red chilli powder. Complimentary Bottled water quality they serve is not of good quality. Hot water supply is not good, they should install water softner and activated carbon filter unit.
Room and Bathroom cleanliness."
906,Hotel Roma Kristo,dwarka,India,4.5,1990,"['Free Internet', 'Parking Facility', 'Conference Room', 'Banquet hall']","Opp Rabari Gate, Dwarka India - 361335","A very well managed hotel.
Affordable, food is good. common area too good. My kids loved it.
A very good hotel. I stayed with my family. Rooms are big, clean and with all needs.","Overall a tremendous experience with Roma Kristo, being first time travel to Gujarat....best thing my wife did was to chose Roma over others and it went really well....rooms are clean and with hygiene along with best staff I ever experienced.
It's really important to talk about food options when you are traveling, Roma restaurant is awesome to resolve this concern also, delicious food per your requirement, likewise I was able to get north indian touch and also enjoyed traditional Gujarati meal....this hotel is truly referenceable to friends and relatives who are planning for Dwarkaji."
907,Devbhoomi Residency,dwarka,India,4.2,426,"['Doctor On Call', 'Air Conditioning', 'CCTV surveillance', 'Indoor Entertainment']","Gomati Ghat, (On River), B/H.Rajput Dharmshala, Veg. Market Road, Nr. Main Temple, Dwarika, Dwarka - 361335","vey nice home stay just situated on Gomti River and just near by Dwarkadhish Temple, near Sea view also","Awesome location on the banks of river Gomati, enjoy the Sunset and Sunrise from the balcony. Neat and clean rooms. Helpful staff. Thay have an in-house kitchen to serve freshly cooked food, enjoy a great home stay on the banks of river Gomati. Dwarkadish temple is just approx 300 mts away. You can bathe in the Gomati river walk up the steps and you are in the hotel. You can see the Lakshmi Temple and Sudhama Setu from your balcony.
Neat and clean room, helpful staff, great location and amazing views from the room."
908,Hotel Nilay,dwarka,India,4.1,1018,"['Air Conditioning', 'Laundry Service', 'Smoking Rooms Available', 'Indoor Entertainment']","Nr... Essar Petrol pump, National Highway Road,Dwarka Gujarat - 361335","Very good 👍 all services are Best overall experience very Nice including the amenities and food are good
clean & Safe","
clean & Safe"
909,Mango Hotels Select Dwarka,dwarka,India,4.5,1639,"['Free Internet', 'Swimming Pool', 'Conference Room', 'Banquet hall']","NH 51, Jamanagar Road, Devbhumi, Dwarka - 361335",Awesome place. very good room and helpful staff. A calm and serene environment. Couldn't use the swimming pool. Overall a nice place.,"excellent service , nice place, with in price, silent location, staff are polite, good to stay, wonderful"
910,Hotel Meera Dwarka,dwarka,India,4,705,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","Near. Iskon Gate Opp G.E.B office. Okha jamnagar main highway, Dwarka - 361335",Very well behaved staffs. Good room. Walking distance from Dwarkadhish mandir. All together very charming experience of staying.,. Walking distance from Dwarkadhish mandir. All together very charming experience of staying.
911,Hotel Guruprerna,dwarka,India,4,847,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","Opp. Bhadrakali Temple, Dwarka - 361335",hotel rooms are very spacious. large parking space. staff is good. bathroom need a makeover. little dirty bathrooms. overall good hotel in low budget.,. overall good hotel in low budget.
912,Jewel Of The East,gangtok,India,4,1476,"['Free Internet', 'Parking Facility', 'Conference Room', 'Travel Assistance']","Lungta Building, Nam Nang Road, Near Ropeway and Assembly House, Gangtok - 737101","The hotel is at the end of the MG Marg and still it is under walking distance from the main MG marg & Lal Bazaar. The other ""Jewel of the East Residency & Spa"" is new property and more closer to the market. Hence the rate is lower for this property & higher for the latter.
The staffs were polite and helpful. For the first room allocated to us, the jet flush was not working and they happily moved us to other room. The room was clean, neat and compact. We had to leave early next morning, and they  ...more",Lovely stay. Thanks to the staff. Wonderful location. Great food. Rooms are perfect for families.
913,PALRI BOUTIQUE HOTEL,gangtok,India,4,1679,"['Free Internet', 'Travel Assistance', 'Laundry Service', 'Dining']","Near Mg Marg, Lower Arithang Road,Gangtok - 737101",experience was good..staff is helpful and good services n food is also good.. but one thing which is not good is that they charge rs for heater.,.. but one thing which is not good is that they charge rs for heater.
914,Hotel Sher-e-Punjab & Spa,gangtok,India,3.9,1348,"['Free Internet', 'Air Conditioning', 'Laundry Service', 'Dining']","Near MG Marg, way to Arithang Road, Gangtok - 737101","It was wonderful visiting gangtok and staying at hotel sher-e-punjab.
The mountain view room was awesome as i could see the beautiful scenes during evening and in morning as well.
Hospitality was awesome and foods were also good.
Strong wifi for the business work.",It was indeed good to stay here. Staffs were cooperative. Shrap the manager helped a lot .they provided us with the transportation in the mean time so thank you so much. mg marg is near from the hotel.food was good too.overall nice experience. recommended for anyone who want to stay at hotel Sher e Punjab
915,Mystic Bhumzang Hotel & Restobar,gangtok,India,4.6,2625,"['Parking Facility', 'Conference Room', 'Outdoor Activities', 'Banquet hall']","House No.3 Lower Burtuk, near Helipad c/o Northern Car Wash, Gangtok - 737101",Nice and Comfortable,the hotel is good & so as the staff the only thing is it is far away from MG marg which is the only drawback.
916,Dreamz Group Royal Boutique Resort,gangtok,India,3.6,1048,"['Free Internet', 'Air Conditioning', 'Swimming Pool', 'Conference Room']","700 Meters From MG Marg Upper, Tathangchen Area,Gangtok 737101",Not enough parking space. Food is not good.,.
917,Lemon Tree Hotel Gangtok,gangtok,India,4.4,3956,"['Free Internet', 'Air Conditioning', 'Swimming Pool', 'Parking Facility']","Middle Sichey, Near District Court,Gangtok, 737101",Clean place with very friendly staff. I will def give 5 stars for the service,"Nice location
Neat and clean room
Good staff
Breakfast was good"
918,Jewel of the East Residency & Spa,gangtok,India,3.9,2300,"['Doctor On Call', 'Free Internet', 'Indoor Entertainment', 'Parking Facility']","MG Marg Above Smoking Zone, Gangtok - 737101","Location is perfect, only 10 metre away from Gangtok MG Marg. Rooms are very well furnished and clean. You will get best view if you book super deluxe rooms. Food quality not so good, but there are plenty of restaurant available in MG Marg.
Specious room and spa facilities.","It is superb hotel with great location, walkable distance from M. G. Marg. I had a great stay with them during my business trip. Breakfast were tasty and nice...😊"
919,Rhenock House (A Luxury Villa),gangtok,India,4.4,2778,"['Laundry Service', 'Dining', 'Outdoor Activities', 'Room Service']","Jeewan Theeng Marg, Development Area, Gangtok, 737101",Overall 4/5 stars to the hotel. Rooms were good and service was up to the mark.,"The Executive room was not comfortable as the room and bathroom were small & mattresses were hard. There was no power backup in the night. The dinner and breakfast options were limited. So I got the room upgraded to Super Deluxe on third floor which was comfortable but without any lift facility.
I hired a Taxi Driver by the name Sunil  who has gone out of his way to make our sight seeing trips very comfortable and enjoyable..."
920,The Hill Castle,gangtok,India,3.9,1870,"['Doctor On Call', 'Free Internet', 'Travel Assistance', 'Laundry Service']","Lower Bojoghari, Bypass Road, 2 km from Helipad, Near Shivalay Mandir, Gangtok - 737103",Nice hotel with all basic facilities...nice hill view.. spacious room..spacious bathroom...,"highly recommended hotel staff so nice and helpful great view nice location very near to market and the best part is cheap ND best if you stay please try lunch or dinner one time you may love it.
done
very pleasant start hotel was very huge staff are really helpful nice view nd also food was delicious"
921,The Royal Plaza - A Sarovar Hotel,gangtok,India,3.9,4580,"['Free Internet', 'Conference Room', 'Banquet hall', 'Travel Assistance']","Upper Syari, Gangtok - 737102","So continuing from my previous review, I wanted to add some key points which I feel are very important in a place like Gangtok-
1) hotel is centrally heated, u can control the room temperature if reqd
2) club valley view rooms are spacious and have a shared balcony to enjoy the view
3) food is very good, actually among the best we had in Gangtok
4) place has a gym, though a Spa would have been an added benefit
5) staff is super courteous. Though sometimes housekeeping may not understand require ...more","So continuing from my previous review, I wanted to add some key points which I feel are very important in a place like Gangtok- 1) hotel is centrally heated, u can control the room temperature if reqd 2) club valley view rooms are spacious and have a shared balcony to enjoy the view 3) food is very good, actually among the best we had in Gangtok 4) place has a gym, though a Spa would have been an added benefit 5) staff is super courteous. Though sometimes housekeeping may not understand requirem ...more"
922,Rufina Lachung Deezong,lachung,India,4.3,1480,"['Air Conditioning', 'Parking Facility', 'Outdoor Activities', 'Travel Assistance']","Kataw Road Lachung, Pin-737120","very pleasant experience. very polite and cooperative staff. food quality excellent.
We paid tips to all the staff due to their unexpected polite and good behaviour.
very good room service.
hot water available.
room heater was available for 300 ruppees per night..",Lachung is a very peaceful and scenic village and this hotel offers the perfect view from its window. Staffs are polite. Food is tasty. They arrange for early breakfast. Only problem was that room has some weird smell.
923,Rufina Lachung Mandala,lachung,India,3.7,1297,"['Kitchen', 'Room Service', 'Daily housekeeping', 'Power backup']","Faka, Fhaka Lachung, 737120","Washroom was not clean, however the person came and cleaned it after telling. still it was unsatisfactory. and the veg food was so pathetic that I couldn't eat. it was complete salty and testless. And they provided a heater at extra 300rs and it didn't helped at all as heater was of old days. however staff was helpful.",Nice location ... you can see snow cover mountain from the window.... peaceful place...
924,Kee-Rong Cottages,lachung,India,3.8,2184,"['Power backup', 'Restaurant/Coffee Shop', 'Dining', 'Outdoor Activities']","Shakothang, Lachung , north Lachung, - 737120","Staff behavior,amenities and services were nice. Location was good. There was dining facility. There was free breakfast as complimentary services.","worst experience . no heater, no hot water in bathroom as geyser was not working, no hot bag also for bedroom. so expensive and not worth staying in this hotel with such price. even staff were rude. for bonfire/camp fire extra money was charged. that is also 8 wood cost Rs. 500"
925,Etho Metho Hotel,lachung,India,3.8,3367,"['Doctor On Call', 'Free Internet', 'Parking Facility', 'Banquet hall']","Faka, Near Old SBI Bank, Singring, Lachung - 737120",Excellent location,Bad
926,Lachung Homestay-2 BHK Homestay,lachung,India,Rating not found,1927,"['Power backup', 'Kitchen']","Katao Road, Lachung, Near Govt. Primary School, Lachung, 737120",Review not found,Review not found
927,Kalden Residency - I,lachung,India,4.7,3636,"['Power backup', 'Outdoor Activities', 'Daily housekeeping', 'Restaurant/Coffee Shop']","Near Gres Camp, Phaka, Near Gres Camp, Lachung, 737102",its a good place to stay and hotel view and room both are awesome,"Nice view ,good people ,good homly food nice rooms"
928,Monomita Inn Lachung,lachung,India,4.5,764,"['Dining', 'Daily housekeeping', 'Room Service']","Thomchi, Lachen, Singring, Lachung -737120","nice stay
location ease","Only Budget Hotel in lachung
Driver Room available
Quick food service"
929,Bichu Homestay,lachung,India,Rating not found,2634,"['Indoor Entertainment', 'Parking Facility', 'Outdoor Activities', 'Room Service']","Bichu, lower Lachung 400 meter from Shingring - 737120",Review not found,Review not found
930,Flower Valley Resort,lachung,India,Rating not found,2283,"['Power backup', 'Laundry Service', 'Daily housekeeping', 'Dining']","Lachung, katao Road - 737120",Review not found,Review not found
931,Hotel Ratnadeep,jalpaiguri,India,4,1335,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","Club Road, Jalpaiguri, 735101",Good Room service. Staffs are good person and well behave. cost are pretty high. local Ids not accepted,All the staff behavior is good ..hotel is well maintained..only required change bathroom accessories.. otherwise location & hotel food & room size very good.
932,OYO 27907 Greater Kailash The Palace,jalpaiguri,India,4.1,915,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Parking Facility']","1, Near Sunitibala Sadar Girls Higher Secondary School, Jalpaiguri, Jalpaiguri - 735101","nice hotel, clean rooms.
staff are good.
service is good.",".
staff are good.
service is good."
933,Dreamlaya Homestay,jalpaiguri,India,Rating not found,1794,"['Room Service', 'Kitchen']","Alupurduar, Garo busty Forest Village, Near Garo Busty Primary School, Jalpaiguri, 735202",Review not found,Review not found
934,OYO 66821 Aytijya,jalpaiguri,India,Rating not found,757,"['Air Conditioning', 'Conference Room', 'CCTV surveillance', 'Room Service']","1, 4 No. Ghumtee, Jalpaiguri - 735101",Review not found,Review not found
935,King Liang Homestay,jalpaiguri,India,Rating not found,1794,"['Room Service', 'Kitchen']","Samsing - Suntalekhola, B.P.O - Samsing K.M, Near WBFDC Suntaleykhola, Jalpaiguri, 735223",Review not found,Review not found
936,Teesta Restaurant,jalpaiguri,India,Rating not found,950,"['Power backup', 'Laundry Service', 'Smoking Rooms Available', 'Room Service']",PanikourimoreFatapukurRajganjJalpaiguriSiliguri735135,Review not found,Review not found
937,New Mukherjee Lodge Bishnupur,bishnupur,India,4.5,1669,"['Doctor On Call', 'Air Conditioning', 'Room Service', 'Business Services']","Pakabandh Mahalla, Bishnupur, Bankura 722122",Really very satisfied. Good and co-operative behaviour of hotel staff. Amenities OK.,"I am very much satisfied with the hospitality and with the facilities in the loge. The room is quite spacious for a plush stay. Behavior of the staff is very polite. The location of the lodge is on the main road. However food option is not available in the property, but that was not an issue for us."
938,HOTEL ANNAPURNA,bishnupur,India,3.8,2660,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Swimming Pool']","Ward No:, Plot No: 147/1, 147, 147/2, College Road, Bishnupur, Dist: Bankura - 722122",It was good to stay at bishnupur. All are good in this hotel,Annapurna is a pleasant place to stay. comfortable rooms; good food. Tastefully done rooms.
939,SPOT ON 38134 Shib Kali Lodge,bishnupur,India,Rating not found,426,"['Doctor On Call', 'Power backup', 'CCTV surveillance', 'Indoor Entertainment']","Bishnupur Bus stand, Moyra Pukur - 722122",Review not found,Review not found
940,SPOT ON 62403 Biswas Bhawan,bishnupur,India,2.3,551,"['Doctor On Call', 'Power backup', 'CCTV surveillance', 'Indoor Entertainment']","Rathinnagar Rd, Sonamukhi, Bishnupur - 722207",Romm quality is not so good.. but the atmosphere is good... bathroom is not so good.. service quality is moderate,Review not found
941,SPOT ON 60744 Lodge Meghmallar,bishnupur,India,Rating not found,423,"['CCTV surveillance', 'Power backup', 'Indoor Entertainment', 'Room Service']","Bishnupur Bus Stand, - 722122",Review not found,Review not found
